#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
18866      1379.15 1815.65 20.790  0.043   1.451   0.086   INDEF   INDEF   INDEF   INDEF  
18867      2999.72 4074.82 20.828  0.053   1.340   0.095   INDEF   INDEF   INDEF   INDEF  
18868      2108.62 2140.01 20.792  0.050   1.438   0.094   INDEF   INDEF   INDEF   INDEF  
18869      1802.24 2608.82 20.767  0.052   1.491   0.091   INDEF   INDEF   INDEF   INDEF  
18870      4036.92 2771.61 20.758  0.039   1.568   0.082   INDEF   INDEF   INDEF   INDEF  
18871      318.733 366.605 20.767  0.057   1.547   0.124   INDEF   INDEF   INDEF   INDEF  
18872      560.905 3777.18 20.792  0.043   1.438   0.081   INDEF   INDEF   INDEF   INDEF  
18873      3871.92 2105.75 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
18874      1091.47 3553.23 20.760  0.041   1.582   0.091   INDEF   INDEF   INDEF   INDEF  
18875      1850.41 2914.96 20.745  0.043   1.656   0.101   INDEF   INDEF   INDEF   INDEF  
18876      1951.48 2014.59 20.729  0.040   1.727   0.096   INDEF   INDEF   INDEF   INDEF  
18877      1095.45 18.988  20.741  0.039   1.593   0.074   INDEF   INDEF   INDEF   INDEF  
18878      1123.12 112.798 20.779  0.052   1.483   0.100   INDEF   INDEF   INDEF   INDEF  
18879      1773.01 3483.57 20.818  0.035   1.371   0.076   INDEF   INDEF   INDEF   INDEF  
18880      1880.31 1824.20 20.714  0.037   1.690   0.075   INDEF   INDEF   INDEF   INDEF  
18881      3787.35 3398.23 20.829  0.043   1.339   0.085   INDEF   INDEF   INDEF   INDEF  
18882      3744.42 2365.74 20.765  0.036   1.668   0.108   INDEF   INDEF   INDEF   INDEF  
18883      1650.86 1210.29 20.727  0.046   1.630   0.088   INDEF   INDEF   INDEF   INDEF  
18884      2502.74 2247.56 20.709  0.045   1.690   0.088   INDEF   INDEF   INDEF   INDEF  
18885      2236.96 1058.60 20.732  0.040   1.854   0.121   INDEF   INDEF   INDEF   INDEF  
18886      2448.23 1023.09 20.774  0.044   1.717   0.176   INDEF   INDEF   INDEF   INDEF  
18887      2640.88 2390.84 20.783  0.035   1.542   0.093   INDEF   INDEF   INDEF   INDEF  
18888      2776.90 2705.28 20.727  0.042   1.809   0.113   INDEF   INDEF   INDEF   INDEF  
18889      799.824 1469.31 20.781  0.043   1.536   0.105   INDEF   INDEF   INDEF   INDEF  
18890      503.305 4013.58 20.804  0.047   1.410   0.083   INDEF   INDEF   INDEF   INDEF  
18891      2839.55 2967.06 20.749  0.041   1.663   0.099   INDEF   INDEF   INDEF   INDEF  
18892      1469.85 3694.04 20.849  0.032   1.271   0.071   INDEF   INDEF   INDEF   INDEF  
18893      1013.46 1286.56 20.791  0.046   1.447   0.082   INDEF   INDEF   INDEF   INDEF  
18894      433.087 1552.02 20.812  0.055   1.389   0.090   INDEF   INDEF   INDEF   INDEF  
18895      3714.48 2323.32 20.761  0.034   1.641   0.087   INDEF   INDEF   INDEF   INDEF  
18896      193.415 897.670 20.839  0.045   1.325   0.080   INDEF   INDEF   INDEF   INDEF  
18897      1678.73 326.361 20.758  0.046   1.831   0.175   INDEF   INDEF   INDEF   INDEF  
18898      313.525 3442.27 20.782  0.036   1.571   0.098   INDEF   INDEF   INDEF   INDEF  
18899      3203.26 3348.05 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
18900      131.668 564.243 20.793  0.047   1.510   0.124   INDEF   INDEF   INDEF   INDEF  
18901      825.232 2832.29 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
18902      1093.66 3235.68 20.770  0.045   1.618   0.117   INDEF   INDEF   INDEF   INDEF  
18903      2012.14 2097.41 20.722  0.045   1.805   0.111   INDEF   INDEF   INDEF   INDEF  
18904      3354.98 2772.99 20.765  0.046   1.561   0.096   INDEF   INDEF   INDEF   INDEF  
18905      2376.40 1797.73 20.661  0.047   1.814   0.087   INDEF   INDEF   INDEF   INDEF  
18906      1061.81 206.011 20.754  0.044   1.605   0.093   INDEF   INDEF   INDEF   INDEF  
18907      2730.72 3583.42 20.875  0.045   1.226   0.086   INDEF   INDEF   INDEF   INDEF  
18908      1859.10 2872.02 20.710  0.040   1.781   0.088   INDEF   INDEF   INDEF   INDEF  
18909      2016.50 3886.89 20.811  0.040   1.417   0.084   INDEF   INDEF   INDEF   INDEF  
18910      2941.79 2772.60 20.692  0.050   1.804   0.104   INDEF   INDEF   INDEF   INDEF  
18911      1155.47 572.082 20.825  0.043   1.370   0.082   INDEF   INDEF   INDEF   INDEF  
18912      3306.18 2919.33 20.801  0.053   1.423   0.089   INDEF   INDEF   INDEF   INDEF  
18913      1736.78 4107.17 20.840  0.044   1.306   0.124   INDEF   INDEF   INDEF   INDEF  
18914      158.421 1102.41 20.840  0.041   1.352   0.078   -2.031  0.529   INDEF   INDEF  
18915      913.875 3914.39 20.869  0.064   0.880   0.634   INDEF   INDEF   INDEF   INDEF  
18916      2065.85 3276.44 20.844  0.037   1.316   0.074   INDEF   INDEF   INDEF   INDEF  
18917      2598.23 1205.08 20.780  0.047   1.564   0.114   INDEF   INDEF   INDEF   INDEF  
18918      332.532 2049.46 20.837  0.043   1.334   0.095   INDEF   INDEF   INDEF   INDEF  
18919      683.453 429.353 20.779  0.042   1.568   0.101   INDEF   INDEF   INDEF   INDEF  
18920      2939.17 1566.89 20.735  0.049   2.012   0.180   INDEF   INDEF   INDEF   INDEF  
18921      2975.62 2106.65 20.784  0.044   1.663   0.157   INDEF   INDEF   INDEF   INDEF  
18922      2895.38 2356.82 20.731  0.042   1.825   0.112   INDEF   INDEF   INDEF   INDEF  
18923      263.270 1882.60 20.824  0.048   1.378   0.087   INDEF   INDEF   INDEF   INDEF  
18924      1513.18 3969.60 20.727  0.043   1.793   0.106   INDEF   INDEF   INDEF   INDEF  
18925      117.194 1115.12 20.903  0.058   1.217   0.089   INDEF   INDEF   INDEF   INDEF  
18926      595.855 3486.33 20.804  0.039   1.470   0.093   INDEF   INDEF   INDEF   INDEF  
18927      1486.86 3796.10 20.801  0.031   1.523   0.092   INDEF   INDEF   INDEF   INDEF  
18928      1209.29 2418.74 20.793  0.037   1.487   0.078   INDEF   INDEF   INDEF   INDEF  
18929      641.067 2202.37 20.747  0.041   1.630   0.084   INDEF   INDEF   INDEF   INDEF  
18930      904.289 2519.24 20.769  0.038   1.702   0.115   INDEF   INDEF   INDEF   INDEF  
18931      1871.36 36.645  20.801  0.044   1.501   0.115   INDEF   INDEF   INDEF   INDEF  
18932      2843.34 1059.52 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
18933      2434.62 1818.27 20.722  0.045   1.809   0.109   INDEF   INDEF   INDEF   INDEF  
18934      1440.59 605.539 20.723  0.041   1.874   0.110   INDEF   INDEF   INDEF   INDEF  
18935      1118.19 2190.52 20.762  0.040   1.643   0.096   INDEF   INDEF   INDEF   INDEF  
18936      1314.13 1844.07 20.732  0.042   1.741   0.097   INDEF   INDEF   INDEF   INDEF  
18937      2628.93 3587.97 20.763  0.037   1.647   0.089   INDEF   INDEF   INDEF   INDEF  
18938      721.796 351.855 20.790  0.042   1.550   0.109   INDEF   INDEF   INDEF   INDEF  
18939      4083.07 2164.19 20.788  0.048   1.581   0.132   INDEF   INDEF   INDEF   INDEF  
18940      2234.73 300.047 20.777  0.052   1.500   0.091   INDEF   INDEF   INDEF   INDEF  
18941      1743.74 3015.66 20.791  0.036   1.509   0.078   INDEF   INDEF   INDEF   INDEF  
18942      1637.30 2920.47 20.729  0.045   1.674   0.088   INDEF   INDEF   INDEF   INDEF  
18943      669.461 2282.35 20.735  0.039   1.725   0.088   INDEF   INDEF   INDEF   INDEF  
18944      1391.39 2678.46 20.703  0.041   1.797   0.086   INDEF   INDEF   INDEF   INDEF  
18945      2459.17 1517.13 20.752  0.044   1.629   0.091   INDEF   INDEF   INDEF   INDEF  
18946      1763.34 3318.58 20.772  0.040   1.644   0.104   INDEF   INDEF   INDEF   INDEF  
18947      297.304 2036.03 20.791  0.039   1.516   0.084   INDEF   INDEF   INDEF   INDEF  
18948      1376.77 674.504 20.680  0.044   1.916   0.097   INDEF   INDEF   INDEF   INDEF  
18949      2750.09 2785.89 20.805  0.043   1.450   0.083   INDEF   INDEF   INDEF   INDEF  
18950      2347.19 2810.04 20.809  0.045   1.542   0.163   INDEF   INDEF   INDEF   INDEF  
18951      2477.36 2760.44 20.772  0.047   1.505   0.076   INDEF   INDEF   INDEF   INDEF  
18952      1915.25 3832.77 20.817  0.050   1.421   0.095   INDEF   INDEF   INDEF   INDEF  
18953      2144.07 1779.99 20.780  0.042   1.714   0.140   INDEF   INDEF   INDEF   INDEF  
18954      2188.43 60.241  20.841  0.054   1.353   0.090   INDEF   INDEF   INDEF   INDEF  
18955      2333.22 2703.43 20.770  0.039   1.632   0.094   INDEF   INDEF   INDEF   INDEF  
18956      992.250 3466.59 20.834  0.039   1.375   0.080   INDEF   INDEF   INDEF   INDEF  
18957      2941.89 2116.17 20.690  0.062   1.898   0.138   INDEF   INDEF   INDEF   INDEF  
18958      906.358 2423.87 20.738  0.034   1.757   0.081   INDEF   INDEF   INDEF   INDEF  
18959      2628.36 3143.73 20.759  0.038   1.622   0.079   INDEF   INDEF   INDEF   INDEF  
18960      1764.92 1747.03 20.798  0.031   1.589   0.095   INDEF   INDEF   INDEF   INDEF  
18961      342.670 1316.71 20.875  0.043   1.260   0.081   INDEF   INDEF   INDEF   INDEF  
18962      758.982 3953.85 20.760  0.049   2.022   0.222   INDEF   INDEF   INDEF   INDEF  
18963      597.565 467.677 20.808  0.046   1.454   0.088   INDEF   INDEF   INDEF   INDEF  
18964      760.480 3700.13 20.735  0.059   2.482   0.411   INDEF   INDEF   INDEF   INDEF  
18965      902.079 2601.23 20.790  0.042   1.753   0.179   INDEF   INDEF   INDEF   INDEF  
18966      2845.69 3513.91 20.764  0.034   1.647   0.076   INDEF   INDEF   INDEF   INDEF  
18967      2854.29 2128.09 20.780  0.041   1.651   0.110   INDEF   INDEF   INDEF   INDEF  
18968      2111.91 1410.67 20.734  0.044   1.698   0.089   INDEF   INDEF   INDEF   INDEF  
18969      2482.37 878.591 20.721  0.045   1.690   0.083   INDEF   INDEF   INDEF   INDEF  
18970      969.792 2263.15 20.770  0.043   1.647   0.103   INDEF   INDEF   INDEF   INDEF  
18971      2727.19 4006.96 20.785  0.031   1.668   0.093   INDEF   INDEF   INDEF   INDEF  
18972      454.654 3407.76 20.776  0.037   1.604   0.084   INDEF   INDEF   INDEF   INDEF  
18973      623.382 3989.23 20.772  0.048   1.647   0.115   INDEF   INDEF   INDEF   INDEF  
18974      295.474 1005.21 20.924  0.060   1.176   0.099   INDEF   INDEF   INDEF   INDEF  
18975      3323.71 3656.17 20.806  0.039   1.521   0.097   INDEF   INDEF   INDEF   INDEF  
18976      1136.43 238.695 20.773  0.037   1.704   0.102   INDEF   INDEF   INDEF   INDEF  
18977      3541.18 3312.95 20.813  0.035   1.436   0.061   INDEF   INDEF   INDEF   INDEF  
18978      3144.58 3088.14 20.821  0.037   1.425   0.072   INDEF   INDEF   INDEF   INDEF  
18979      3952.07 3553.14 20.843  0.035   1.364   0.083   INDEF   INDEF   INDEF   INDEF  
18980      1965.41 3409.39 20.748  0.038   1.804   0.102   INDEF   INDEF   INDEF   INDEF  
18981      2336.52 2170.25 20.763  0.051   1.550   0.086   INDEF   INDEF   INDEF   INDEF  
18982      1237.45 859.135 20.758  0.049   1.746   0.126   INDEF   INDEF   INDEF   INDEF  
18983      2046.84 3632.00 20.813  0.045   1.557   0.152   INDEF   INDEF   INDEF   INDEF  
18984      1309.87 1921.03 20.803  0.040   1.469   0.073   INDEF   INDEF   INDEF   INDEF  
18985      1947.66 3901.88 20.821  0.040   1.517   0.143   INDEF   INDEF   INDEF   INDEF  
18986      47.852  321.887 20.917  0.044   1.161   0.082   INDEF   INDEF   INDEF   INDEF  
18987      2958.11 1629.47 20.772  0.039   1.643   0.091   INDEF   INDEF   INDEF   INDEF  
18988      1197.54 338.767 20.829  0.050   1.398   0.086   INDEF   INDEF   INDEF   INDEF  
18989      2706.54 2575.55 20.828  0.037   1.428   0.088   INDEF   INDEF   INDEF   INDEF  
18990      1771.06 4047.14 20.847  0.041   1.354   0.128   INDEF   INDEF   INDEF   INDEF  
18991      3765.58 3366.29 20.754  0.039   1.698   0.087   INDEF   INDEF   INDEF   INDEF  
18992      736.644 622.138 20.825  0.041   1.427   0.084   INDEF   INDEF   INDEF   INDEF  
18993      2697.54 1603.94 20.756  0.037   1.645   0.075   INDEF   INDEF   INDEF   INDEF  
18994      905.653 597.876 20.839  0.049   1.382   0.092   INDEF   INDEF   INDEF   INDEF  
18995      2339.29 3837.45 20.795  0.045   1.664   0.146   INDEF   INDEF   INDEF   INDEF  
18996      888.185 1845.16 20.793  0.042   1.522   0.082   INDEF   INDEF   INDEF   INDEF  
18997      1476.57 203.972 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
18998      1918.91 2619.15 20.711  0.059   1.629   0.091   INDEF   INDEF   INDEF   INDEF  
18999      383.977 547.877 20.835  0.048   1.392   0.086   INDEF   INDEF   INDEF   INDEF  
19000      1128.59 2174.95 20.700  0.047   1.991   0.118   INDEF   INDEF   INDEF   INDEF  
19001      1684.57 2219.68 20.810  0.033   1.485   0.070   INDEF   INDEF   INDEF   INDEF  
19002      1554.60 3124.58 20.789  0.041   1.569   0.090   INDEF   INDEF   INDEF   INDEF  
19003      1871.59 3002.70 20.824  0.045   1.433   0.090   INDEF   INDEF   INDEF   INDEF  
19004      1455.81 2214.26 20.805  0.034   1.563   0.093   INDEF   INDEF   INDEF   INDEF  
19005      1434.99 1139.58 20.740  0.045   1.659   0.085   INDEF   INDEF   INDEF   INDEF  
19006      3258.54 3415.17 20.794  0.039   1.552   0.086   INDEF   INDEF   INDEF   INDEF  
19007      683.527 1362.82 20.799  0.051   1.583   0.133   INDEF   INDEF   INDEF   INDEF  
19008      3583.71 3518.57 20.866  0.035   1.310   0.066   INDEF   INDEF   INDEF   INDEF  
19009      2050.88 2900.34 20.799  0.034   1.557   0.081   INDEF   INDEF   INDEF   INDEF  
19010      782.360 2633.07 20.848  0.036   1.363   0.111   INDEF   INDEF   INDEF   INDEF  
19011      2105.34 1967.16 20.724  0.043   2.049   0.133   INDEF   INDEF   INDEF   INDEF  
19012      89.509  3437.45 20.802  0.048   1.533   0.109   INDEF   INDEF   INDEF   INDEF  
19013      1284.16 75.514  20.790  0.043   1.528   0.083   INDEF   INDEF   INDEF   INDEF  
19014      100.756 2697.99 20.782  0.043   1.649   0.109   INDEF   INDEF   INDEF   INDEF  
19015      2262.31 3340.31 20.766  0.031   1.762   0.086   INDEF   INDEF   INDEF   INDEF  
19016      582.157 1085.19 20.732  0.046   1.910   0.123   INDEF   INDEF   INDEF   INDEF  
19017      1505.71 2272.67 20.824  0.038   1.465   0.093   INDEF   INDEF   INDEF   INDEF  
19018      352.392 3161.01 20.835  0.041   1.403   0.079   INDEF   INDEF   INDEF   INDEF  
19019      1259.80 2168.21 20.766  0.040   1.659   0.083   INDEF   INDEF   2.234   0.303  
19020      82.559  3533.89 20.729  0.043   1.791   0.094   INDEF   INDEF   INDEF   INDEF  
19021      934.344 558.739 20.825  0.047   1.431   0.089   INDEF   INDEF   INDEF   INDEF  
19022      1617.22 3616.36 20.873  0.042   1.281   0.094   INDEF   INDEF   INDEF   INDEF  
19023      3498.24 2424.76 20.752  0.034   1.770   0.084   INDEF   INDEF   INDEF   INDEF  
19024      3340.98 3254.81 20.781  0.032   1.997   0.155   INDEF   INDEF   1.694   0.263  
19025      1795.18 3327.20 20.831  0.037   1.441   0.089   INDEF   INDEF   INDEF   INDEF  
19026      1341.14 2233.27 20.763  0.042   1.580   0.074   INDEF   INDEF   INDEF   INDEF  
19027      2142.28 305.578 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19028      2631.44 2439.94 20.827  0.041   1.446   0.088   INDEF   INDEF   INDEF   INDEF  
19029      2593.73 2109.53 20.802  0.048   1.528   0.102   INDEF   INDEF   INDEF   INDEF  
19030      2168.19 2608.46 20.808  0.051   1.507   0.108   INDEF   INDEF   INDEF   INDEF  
19031      891.717 1998.90 20.843  0.053   1.406   0.150   INDEF   INDEF   INDEF   INDEF  
19032      3034.96 3104.49 20.789  0.043   1.589   0.098   INDEF   INDEF   INDEF   INDEF  
19033      1293.11 490.171 20.932  0.054   1.159   0.095   INDEF   INDEF   INDEF   INDEF  
19034      226.580 834.934 20.797  0.040   1.587   0.098   INDEF   INDEF   INDEF   INDEF  
19035      3910.21 2258.59 20.742  0.038   1.867   0.100   INDEF   INDEF   INDEF   INDEF  
19036      3394.93 1813.89 20.798  0.043   1.534   0.087   INDEF   INDEF   INDEF   INDEF  
19037      2957.60 3081.16 20.778  0.040   1.604   0.083   INDEF   INDEF   INDEF   INDEF  
19038      564.132 879.292 20.894  0.041   1.251   0.075   INDEF   INDEF   INDEF   INDEF  
19039      1377.98 2886.34 20.765  0.051   1.567   0.086   INDEF   INDEF   INDEF   INDEF  
19040      1723.58 746.369 20.711  0.047   1.814   0.097   INDEF   INDEF   INDEF   INDEF  
19041      1732.66 1633.34 20.777  0.037   1.729   0.103   INDEF   INDEF   INDEF   INDEF  
19042      1023.08 164.173 20.834  0.049   1.415   0.094   INDEF   INDEF   INDEF   INDEF  
19043      179.311 246.966 20.791  0.060   1.520   0.106   INDEF   INDEF   INDEF   INDEF  
19044      14.326  1588.95 20.894  0.045   1.242   0.088   INDEF   INDEF   INDEF   INDEF  
19045      1894.27 3004.53 20.837  0.049   1.409   0.098   INDEF   INDEF   INDEF   INDEF  
19046      1520.54 2403.01 20.765  0.038   1.710   0.090   INDEF   INDEF   INDEF   INDEF  
19047      1831.97 2272.79 20.768  0.043   1.726   0.107   INDEF   INDEF   INDEF   INDEF  
19048      260.976 1536.74 20.867  0.047   1.308   0.112   INDEF   INDEF   INDEF   INDEF  
19049      2240.45 4097.38 20.834  0.052   1.428   0.109   INDEF   INDEF   INDEF   INDEF  
19050      5.256   1634.17 20.821  0.040   1.500   0.098   INDEF   INDEF   INDEF   INDEF  
19051      955.170 654.665 20.783  0.051   1.540   0.090   INDEF   INDEF   INDEF   INDEF  
19052      211.754 928.240 20.871  0.046   1.323   0.076   INDEF   INDEF   INDEF   INDEF  
19053      2339.63 2337.10 20.791  0.046   1.554   0.092   INDEF   INDEF   INDEF   INDEF  
19054      493.325 1620.40 20.767  0.045   1.627   0.089   INDEF   INDEF   INDEF   INDEF  
19055      116.502 1430.08 20.866  0.042   1.311   0.111   INDEF   INDEF   INDEF   INDEF  
19056      3708.99 3584.54 20.804  0.041   1.636   0.123   INDEF   INDEF   INDEF   INDEF  
19057      227.004 706.075 20.812  0.046   1.563   0.123   INDEF   INDEF   INDEF   INDEF  
19058      1930.19 2639.13 20.686  0.046   2.127   0.121   INDEF   INDEF   INDEF   INDEF  
19059      3104.43 2339.91 20.735  0.040   1.914   0.106   INDEF   INDEF   INDEF   INDEF  
19060      1465.04 2707.00 20.746  0.039   1.770   0.088   INDEF   INDEF   INDEF   INDEF  
19061      1031.16 1649.99 20.726  0.044   1.911   0.107   INDEF   INDEF   INDEF   INDEF  
19062      1899.96 228.062 20.735  0.051   1.805   0.113   INDEF   INDEF   INDEF   INDEF  
19063      2247.22 1775.98 20.734  0.038   2.025   0.114   INDEF   INDEF   INDEF   INDEF  
19064      2817.64 3501.54 20.742  0.090   1.598   0.142   INDEF   INDEF   INDEF   INDEF  
19065      3422.70 3509.10 20.817  0.037   1.669   0.153   INDEF   INDEF   INDEF   INDEF  
19066      1852.46 2076.17 20.757  0.043   1.677   0.087   INDEF   INDEF   INDEF   INDEF  
19067      47.978  1971.50 20.845  0.042   1.401   0.085   INDEF   INDEF   INDEF   INDEF  
19068      838.996 1234.84 20.789  0.043   1.630   0.101   INDEF   INDEF   INDEF   INDEF  
19069      1233.53 1549.99 20.745  0.049   1.825   0.121   0.049   0.438   INDEF   INDEF  
19070      4052.25 2934.84 20.789  0.035   1.673   0.092   INDEF   INDEF   INDEF   INDEF  
19071      1039.11 595.708 20.840  0.047   1.413   0.090   INDEF   INDEF   INDEF   INDEF  
19072      2497.57 3961.34 20.903  0.053   1.260   0.087   INDEF   INDEF   INDEF   INDEF  
19073      554.335 1368.99 20.707  0.053   1.885   0.114   INDEF   INDEF   INDEF   INDEF  
19074      3669.59 3402.43 20.823  0.041   1.499   0.098   INDEF   INDEF   INDEF   INDEF  
19075      3402.13 3325.19 20.724  0.035   2.025   0.098   INDEF   INDEF   INDEF   INDEF  
19076      335.146 1424.83 20.786  0.100   1.639   0.232   INDEF   INDEF   INDEF   INDEF  
19077      2477.80 1600.07 20.834  0.046   1.434   0.091   INDEF   INDEF   INDEF   INDEF  
19078      2231.58 2221.22 20.868  0.053   1.352   0.090   -0.000  0.235   INDEF   INDEF  
19079      3182.83 3768.65 20.882  0.040   1.305   0.070   INDEF   INDEF   INDEF   INDEF  
19080      1158.55 2904.63 20.788  0.038   1.629   0.086   INDEF   INDEF   INDEF   INDEF  
19081      2305.71 3850.85 20.790  0.048   1.921   0.211   INDEF   INDEF   INDEF   INDEF  
19082      1706.22 3484.42 20.911  0.059   1.258   0.091   INDEF   INDEF   INDEF   INDEF  
19083      990.019 3406.45 20.841  0.040   1.419   0.082   INDEF   INDEF   INDEF   INDEF  
19084      1456.94 3947.10 20.784  0.040   1.798   0.126   INDEF   INDEF   INDEF   INDEF  
19085      2066.95 1800.92 20.799  0.035   1.823   0.144   INDEF   INDEF   INDEF   INDEF  
19086      3909.32 2908.55 20.837  0.036   1.540   0.147   INDEF   INDEF   INDEF   INDEF  
19087      2758.97 1621.55 20.744  0.041   1.781   0.091   INDEF   INDEF   INDEF   INDEF  
19088      3535.24 3681.25 20.761  0.040   1.985   0.135   INDEF   INDEF   INDEF   INDEF  
19089      3521.54 3102.71 20.750  0.056   1.634   0.098   INDEF   INDEF   INDEF   INDEF  
19090      1349.17 1326.55 20.702  0.050   1.880   0.103   INDEF   INDEF   INDEF   INDEF  
19091      2112.88 2761.49 20.771  0.043   2.132   0.205   INDEF   INDEF   INDEF   INDEF  
19092      2010.14 1169.22 20.684  0.051   1.954   0.108   INDEF   INDEF   INDEF   INDEF  
19093      1909.51 3081.06 20.791  0.040   1.681   0.105   INDEF   INDEF   INDEF   INDEF  
19094      2343.82 2187.43 20.728  0.044   1.854   0.099   INDEF   INDEF   INDEF   INDEF  
19095      2051.53 964.449 20.711  0.045   1.986   0.110   INDEF   INDEF   INDEF   INDEF  
19096      1761.38 614.527 20.665  0.047   1.905   0.087   INDEF   INDEF   INDEF   INDEF  
19097      694.900 954.838 20.809  0.041   1.604   0.107   INDEF   INDEF   INDEF   INDEF  
19098      1588.90 2399.30 20.847  0.039   1.419   0.087   INDEF   INDEF   INDEF   INDEF  
19099      276.374 1344.76 20.760  0.046   1.876   0.129   INDEF   INDEF   INDEF   INDEF  
19100      2315.14 2410.55 20.889  0.049   1.301   0.082   INDEF   INDEF   INDEF   INDEF  
19101      2261.41 3200.52 20.827  0.039   1.562   0.118   INDEF   INDEF   INDEF   INDEF  
19102      261.528 1693.86 20.809  0.040   1.703   0.138   INDEF   INDEF   INDEF   INDEF  
19103      812.025 3395.94 20.831  0.040   1.522   0.114   INDEF   INDEF   INDEF   INDEF  
19104      3479.31 2396.55 20.767  0.034   1.961   0.113   INDEF   INDEF   INDEF   INDEF  
19105      3521.51 2717.71 20.782  0.036   1.703   0.090   INDEF   INDEF   INDEF   INDEF  
19106      2619.35 2294.71 20.783  0.050   1.582   0.094   INDEF   INDEF   INDEF   INDEF  
19107      1979.98 2871.90 20.819  0.032   1.576   0.087   INDEF   INDEF   INDEF   INDEF  
19108      3413.30 3278.87 20.840  0.041   1.440   0.085   INDEF   INDEF   INDEF   INDEF  
19109      1187.09 1982.99 20.846  0.045   1.412   0.085   INDEF   INDEF   INDEF   INDEF  
19110      1736.12 3701.15 20.795  0.050   1.551   0.092   INDEF   INDEF   INDEF   INDEF  
19111      3841.10 3300.16 20.816  0.045   1.512   0.092   INDEF   INDEF   INDEF   INDEF  
19112      4036.72 1451.27 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19113      2546.77 3812.00 20.884  0.038   1.310   0.072   INDEF   INDEF   INDEF   INDEF  
19114      1821.24 3096.86 20.810  0.039   1.615   0.102   INDEF   INDEF   INDEF   INDEF  
19115      3512.31 3739.69 20.853  0.040   1.417   0.096   INDEF   INDEF   INDEF   INDEF  
19116      2767.84 3826.25 20.847  0.037   1.477   0.110   INDEF   INDEF   1.809   0.477  
19117      674.181 2642.07 20.787  0.036   1.657   0.082   INDEF   INDEF   INDEF   INDEF  
19118      1912.48 1984.56 20.773  0.034   1.711   0.078   INDEF   INDEF   INDEF   INDEF  
19119      2183.58 355.823 20.842  0.049   1.439   0.100   INDEF   INDEF   INDEF   INDEF  
19120      930.917 3092.44 20.842  0.039   1.450   0.086   INDEF   INDEF   INDEF   INDEF  
19121      3480.15 2209.06 20.817  0.050   1.726   0.199   INDEF   INDEF   INDEF   INDEF  
19122      1506.27 4022.32 20.801  0.045   1.536   0.083   INDEF   INDEF   INDEF   INDEF  
19123      3987.49 3823.02 20.843  0.037   1.475   0.100   INDEF   INDEF   INDEF   INDEF  
19124      576.746 881.009 20.825  0.046   1.468   0.081   INDEF   INDEF   INDEF   INDEF  
19125      1361.26 994.763 20.777  0.047   1.787   0.128   INDEF   INDEF   INDEF   INDEF  
19126      659.881 1785.76 20.876  0.046   1.340   0.086   INDEF   INDEF   INDEF   INDEF  
19127      2747.05 3887.08 20.834  0.038   1.511   0.097   INDEF   INDEF   INDEF   INDEF  
19128      1728.32 3514.50 20.842  0.072   1.429   0.127   INDEF   INDEF   INDEF   INDEF  
19129      392.350 1193.91 20.926  0.037   1.177   0.077   INDEF   INDEF   INDEF   INDEF  
19130      2826.84 2098.97 20.807  0.042   1.602   0.099   INDEF   INDEF   INDEF   INDEF  
19131      801.800 717.653 20.797  0.037   1.593   0.077   0.049   0.451   INDEF   INDEF  
19132      361.765 3842.04 20.863  0.050   1.381   0.099   INDEF   INDEF   INDEF   INDEF  
19133      614.180 1314.58 20.864  0.046   1.386   0.125   INDEF   INDEF   INDEF   INDEF  
19134      1684.54 1891.79 20.791  0.044   1.673   0.103   INDEF   INDEF   INDEF   INDEF  
19135      1372.82 2338.75 20.787  0.046   1.671   0.106   INDEF   INDEF   INDEF   INDEF  
19136      185.555 3465.94 20.840  0.038   1.510   0.109   INDEF   INDEF   INDEF   INDEF  
19137      1402.95 3774.31 20.787  0.036   1.805   0.109   INDEF   INDEF   INDEF   INDEF  
19138      2209.44 1409.16 20.782  0.050   1.750   0.129   INDEF   INDEF   INDEF   INDEF  
19139      2577.25 986.748 20.773  0.049   2.223   0.245   INDEF   INDEF   INDEF   INDEF  
19140      1540.80 513.483 20.842  0.045   1.477   0.108   INDEF   INDEF   INDEF   INDEF  
19141      1153.21 2580.73 20.810  0.038   1.696   0.116   INDEF   INDEF   INDEF   INDEF  
19142      1619.99 2396.85 20.789  0.043   1.615   0.086   INDEF   INDEF   INDEF   INDEF  
19143      3624.51 3125.44 20.853  0.039   1.416   0.079   INDEF   INDEF   INDEF   INDEF  
19144      1688.14 832.694 20.808  0.051   1.747   0.171   INDEF   INDEF   INDEF   INDEF  
19145      2639.57 991.411 20.772  0.047   1.626   0.086   INDEF   INDEF   INDEF   INDEF  
19146      552.386 1228.32 20.876  0.044   1.346   0.089   INDEF   INDEF   INDEF   INDEF  
