#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
19239      1510.24 2824.08 20.783  0.039   1.772   0.082   INDEF   INDEF   INDEF   INDEF  
19240      1155.24 1291.64 20.852  0.043   1.549   0.097   INDEF   INDEF   INDEF   INDEF  
19241      3928.16 2177.26 20.829  0.045   1.701   0.117   INDEF   INDEF   INDEF   INDEF  
19242      2706.83 2078.29 20.816  0.050   1.655   0.105   INDEF   INDEF   INDEF   INDEF  
19243      1031.41 3979.34 20.825  0.045   1.755   0.126   INDEF   INDEF   INDEF   INDEF  
19244      416.499 3453.56 20.811  0.041   1.799   0.110   INDEF   INDEF   INDEF   INDEF  
19245      912.262 4066.93 20.874  0.042   1.515   0.120   INDEF   INDEF   INDEF   INDEF  
19246      347.087 672.838 20.843  0.053   1.555   0.107   INDEF   INDEF   INDEF   INDEF  
19247      3555.41 2311.84 20.851  0.042   1.556   0.093   INDEF   INDEF   INDEF   INDEF  
19248      1003.36 850.453 20.879  0.044   1.440   0.088   INDEF   INDEF   INDEF   INDEF  
19249      1469.44 4043.54 20.810  0.046   1.736   0.107   INDEF   INDEF   INDEF   INDEF  
19250      132.588 950.649 20.912  0.039   1.340   0.077   INDEF   INDEF   INDEF   INDEF  
19251      779.321 1113.27 20.934  0.050   1.285   0.092   INDEF   INDEF   INDEF   INDEF  
19252      2023.72 1089.95 20.790  0.052   1.773   0.115   INDEF   INDEF   INDEF   INDEF  
19253      3019.83 1645.54 20.869  0.046   1.590   0.156   INDEF   INDEF   INDEF   INDEF  
19254      871.433 328.348 20.841  0.046   1.531   0.082   INDEF   INDEF   INDEF   INDEF  
19255      2172.67 183.047 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19256      80.750  1360.11 20.928  0.051   1.306   0.091   INDEF   INDEF   INDEF   INDEF  
19257      3234.35 3407.74 20.873  0.047   1.460   0.090   INDEF   INDEF   INDEF   INDEF  
19258      1669.76 360.323 20.846  0.048   1.525   0.087   INDEF   INDEF   INDEF   INDEF  
19259      2699.77 1430.75 20.859  0.050   1.639   0.157   INDEF   INDEF   INDEF   INDEF  
19260      2523.20 3915.68 20.853  0.031   1.589   0.076   INDEF   INDEF   INDEF   INDEF  
19261      2849.78 2605.78 20.843  0.042   1.660   0.109   INDEF   INDEF   INDEF   INDEF  
19262      2212.16 1230.38 20.847  0.045   1.585   0.101   INDEF   INDEF   INDEF   INDEF  
19263      1590.22 1003.04 20.812  0.044   1.911   0.137   INDEF   INDEF   INDEF   INDEF  
19264      2591.00 1913.68 20.844  0.042   1.650   0.109   INDEF   INDEF   INDEF   INDEF  
19265      2091.05 2747.48 20.827  0.041   1.761   0.115   0.265   0.493   INDEF   INDEF  
19266      229.392 3332.85 20.883  0.037   1.509   0.121   INDEF   INDEF   INDEF   INDEF  
19267      2305.80 1786.32 20.858  0.041   1.591   0.108   INDEF   INDEF   INDEF   INDEF  
19268      3793.96 2876.80 20.795  0.039   1.899   0.102   INDEF   INDEF   INDEF   INDEF  
19269      4000.28 3178.96 20.861  0.039   1.543   0.091   INDEF   INDEF   INDEF   INDEF  
19270      174.165 3960.99 20.957  0.051   1.197   0.106   INDEF   INDEF   INDEF   INDEF  
19271      331.378 600.963 20.848  0.054   1.556   0.110   INDEF   INDEF   INDEF   INDEF  
19272      556.333 1733.69 20.885  0.043   1.419   0.071   INDEF   INDEF   INDEF   INDEF  
19273      3150.57 3086.63 20.885  0.036   1.532   0.133   INDEF   INDEF   INDEF   INDEF  
19274      424.377 1730.82 20.834  0.044   1.753   0.125   INDEF   INDEF   INDEF   INDEF  
19275      368.896 1015.70 20.858  0.050   1.481   0.083   INDEF   INDEF   INDEF   INDEF  
19276      1071.20 2254.19 20.796  0.051   1.643   0.088   INDEF   INDEF   INDEF   INDEF  
19277      2356.61 2140.54 20.860  0.054   1.493   0.096   INDEF   INDEF   INDEF   INDEF  
19278      106.155 1654.70 20.905  0.056   1.387   0.095   INDEF   INDEF   1.712   0.376  
19279      2508.35 3965.45 20.901  0.043   1.396   0.095   INDEF   INDEF   INDEF   INDEF  
19280      846.492 1308.90 20.840  0.063   1.577   0.123   INDEF   INDEF   INDEF   INDEF  
19281      611.515 945.730 20.925  0.048   1.330   0.086   INDEF   INDEF   INDEF   INDEF  
19282      1139.50 1894.96 20.907  0.046   1.381   0.119   INDEF   INDEF   INDEF   INDEF  
19283      1779.70 3854.00 20.793  0.047   1.964   0.131   INDEF   INDEF   INDEF   INDEF  
19284      1909.60 1895.29 20.877  0.040   1.480   0.084   INDEF   INDEF   INDEF   INDEF  
19285      2956.69 3321.07 20.825  0.047   1.603   0.088   INDEF   INDEF   INDEF   INDEF  
19286      2612.26 1318.37 20.861  0.046   1.596   0.119   INDEF   INDEF   INDEF   INDEF  
19287      890.273 745.118 20.842  0.050   1.543   0.088   INDEF   INDEF   INDEF   INDEF  
19288      650.448 3454.22 20.905  0.037   1.404   0.114   INDEF   INDEF   INDEF   INDEF  
19289      83.795  746.286 20.903  0.051   1.386   0.083   INDEF   INDEF   INDEF   INDEF  
19290      3627.31 3552.96 20.888  0.040   1.446   0.084   INDEF   INDEF   INDEF   INDEF  
19291      566.396 2261.56 20.887  0.038   1.485   0.103   INDEF   INDEF   INDEF   INDEF  
19292      2012.80 1331.21 20.811  0.047   1.578   0.074   INDEF   INDEF   INDEF   INDEF  
19293      1190.15 1203.58 20.817  0.051   1.740   0.119   INDEF   INDEF   INDEF   INDEF  
19294      2435.72 1508.72 20.809  0.049   1.777   0.114   INDEF   INDEF   INDEF   INDEF  
19295      720.643 2336.88 20.841  0.050   1.661   0.120   INDEF   INDEF   INDEF   INDEF  
19296      2045.02 575.935 20.854  0.050   1.682   0.145   INDEF   INDEF   INDEF   INDEF  
19297      562.306 3872.20 20.861  0.048   1.606   0.125   INDEF   INDEF   INDEF   INDEF  
19298      1083.26 426.517 20.853  0.043   1.607   0.101   INDEF   INDEF   INDEF   INDEF  
19299      1674.64 4059.27 20.904  0.041   1.416   0.113   INDEF   INDEF   INDEF   INDEF  
19300      1927.22 2436.46 20.811  0.047   1.743   0.104   INDEF   INDEF   INDEF   INDEF  
19301      659.911 1446.83 20.888  0.044   1.462   0.098   INDEF   INDEF   INDEF   INDEF  
19302      1080.74 3951.17 20.876  0.049   1.487   0.099   INDEF   INDEF   INDEF   INDEF  
19303      2549.28 2797.46 20.885  0.037   1.519   0.102   INDEF   INDEF   INDEF   INDEF  
19304      69.737  3954.22 20.896  0.080   1.426   0.164   INDEF   INDEF   INDEF   INDEF  
19305      2383.50 1227.83 20.816  0.050   1.851   0.135   INDEF   INDEF   INDEF   INDEF  
19306      2110.42 3632.36 20.887  0.032   1.526   0.094   INDEF   INDEF   INDEF   INDEF  
19307      1007.46 993.375 20.968  0.099   1.288   0.131   INDEF   INDEF   INDEF   INDEF  
19308      478.479 1344.47 20.876  0.041   1.508   0.082   INDEF   INDEF   2.191   0.425  
19309      1201.04 1958.04 20.812  0.046   1.636   0.083   INDEF   INDEF   INDEF   INDEF  
19310      225.763 144.227 20.933  0.051   1.287   0.134   INDEF   INDEF   INDEF   INDEF  
19311      1102.28 2161.84 20.878  0.042   1.519   0.099   INDEF   INDEF   INDEF   INDEF  
19312      1503.72 3095.48 20.882  0.036   1.502   0.082   INDEF   INDEF   INDEF   INDEF  
19313      261.936 1616.49 20.916  0.046   1.373   0.147   INDEF   INDEF   INDEF   INDEF  
19314      2390.59 582.523 20.855  0.056   1.679   0.156   INDEF   INDEF   INDEF   INDEF  
19315      1483.60 2896.33 20.851  0.040   1.771   0.130   INDEF   INDEF   INDEF   INDEF  
19316      1698.21 3126.11 20.864  0.043   1.601   0.108   INDEF   INDEF   INDEF   INDEF  
19317      3456.65 3181.68 20.825  0.048   1.642   0.093   INDEF   INDEF   INDEF   INDEF  
19318      2696.29 3797.32 20.896  0.039   1.491   0.117   INDEF   INDEF   INDEF   INDEF  
19319      2429.31 2887.07 20.889  0.045   1.464   0.094   INDEF   INDEF   INDEF   INDEF  
19320      1048.17 563.400 20.878  0.045   1.539   0.109   INDEF   INDEF   INDEF   INDEF  
19321      3217.63 3093.44 20.882  0.032   1.543   0.086   INDEF   INDEF   INDEF   INDEF  
19322      2133.86 2923.77 20.841  0.044   1.607   0.089   INDEF   INDEF   INDEF   INDEF  
19323      1500.96 2225.89 20.888  0.034   1.497   0.084   INDEF   INDEF   INDEF   INDEF  
19324      2552.12 2136.35 20.851  0.048   1.556   0.090   INDEF   INDEF   INDEF   INDEF  
19325      3963.50 2641.24 20.891  0.039   1.499   0.105   INDEF   INDEF   INDEF   INDEF  
19326      3896.75 3273.74 20.870  0.034   1.572   0.082   INDEF   INDEF   INDEF   INDEF  
19327      468.125 3285.85 20.871  0.039   1.648   0.121   INDEF   INDEF   INDEF   INDEF  
19328      3980.67 3585.51 20.891  0.039   1.509   0.108   INDEF   INDEF   INDEF   INDEF  
19329      642.647 1760.52 20.903  0.045   1.433   0.104   INDEF   INDEF   INDEF   INDEF  
19330      495.757 2371.54 20.856  0.045   1.608   0.102   INDEF   INDEF   INDEF   INDEF  
19331      1569.56 3064.15 20.844  0.047   1.639   0.103   INDEF   INDEF   INDEF   INDEF  
19332      3825.39 13.765  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19333      1106.92 3538.63 20.871  0.046   1.746   0.179   INDEF   INDEF   INDEF   INDEF  
19334      1717.92 249.404 20.798  0.050   1.764   0.103   INDEF   INDEF   INDEF   INDEF  
19335      2138.38 3769.70 20.968  0.051   1.177   0.120   INDEF   INDEF   INDEF   INDEF  
19336      1139.39 1383.82 20.832  0.048   1.690   0.107   INDEF   INDEF   INDEF   INDEF  
19337      578.005 1110.76 20.781  0.050   1.894   0.113   INDEF   INDEF   INDEF   INDEF  
19338      1547.26 510.722 20.825  0.047   1.750   0.109   INDEF   INDEF   INDEF   INDEF  
19339      2456.77 3029.37 20.796  0.043   2.022   0.123   INDEF   INDEF   INDEF   INDEF  
19340      823.871 826.749 20.894  0.043   1.516   0.127   INDEF   INDEF   INDEF   INDEF  
19341      3530.17 1782.31 20.860  0.049   1.594   0.110   INDEF   INDEF   INDEF   INDEF  
19342      3410.23 2282.06 20.901  0.041   1.511   0.145   INDEF   INDEF   INDEF   INDEF  
19343      2513.26 3727.62 20.849  0.041   1.638   0.091   INDEF   INDEF   INDEF   INDEF  
19344      3887.52 2299.01 20.872  0.035   1.725   0.131   INDEF   INDEF   INDEF   INDEF  
19345      921.241 734.885 20.807  0.050   1.724   0.100   INDEF   INDEF   INDEF   INDEF  
19346      446.994 409.988 20.890  0.044   1.590   0.155   INDEF   INDEF   INDEF   INDEF  
19347      1851.19 1430.38 20.877  0.049   1.682   0.174   INDEF   INDEF   INDEF   INDEF  
19348      3432.19 3317.73 20.887  0.033   1.581   0.103   INDEF   INDEF   INDEF   INDEF  
19349      1660.35 3626.38 20.926  0.048   1.361   0.087   INDEF   INDEF   INDEF   INDEF  
19350      1960.58 2295.66 20.828  0.048   1.727   0.108   INDEF   INDEF   INDEF   INDEF  
19351      3876.71 3349.07 20.855  0.043   1.563   0.082   INDEF   INDEF   INDEF   INDEF  
19352      1132.21 951.258 20.832  0.045   1.654   0.090   INDEF   INDEF   INDEF   INDEF  
19353      769.076 1882.55 20.883  0.044   1.502   0.091   INDEF   INDEF   INDEF   INDEF  
19354      4062.79 3255.37 20.893  0.040   1.487   0.093   INDEF   INDEF   INDEF   INDEF  
19355      3753.42 2727.28 20.882  0.044   1.697   0.174   INDEF   INDEF   INDEF   INDEF  
19356      1180.37 3668.62 20.841  0.039   1.854   0.121   INDEF   INDEF   INDEF   INDEF  
19357      1675.32 2523.63 20.867  0.044   1.604   0.107   INDEF   INDEF   INDEF   INDEF  
19358      1233.30 1070.14 20.888  0.042   1.538   0.109   INDEF   INDEF   INDEF   INDEF  
19359      3237.89 3530.98 20.883  0.039   1.542   0.092   INDEF   INDEF   INDEF   INDEF  
19360      3149.62 1594.21 20.833  0.043   1.711   0.097   INDEF   INDEF   INDEF   INDEF  
19361      857.735 803.166 20.904  0.052   1.487   0.156   INDEF   INDEF   INDEF   INDEF  
19362      667.858 4068.28 20.925  0.044   1.373   0.132   INDEF   INDEF   INDEF   INDEF  
19363      676.291 1544.73 20.834  0.046   1.770   0.114   INDEF   INDEF   INDEF   INDEF  
19364      462.779 553.941 20.840  0.042   1.696   0.097   INDEF   INDEF   INDEF   INDEF  
19365      1666.16 1454.97 20.834  0.053   1.665   0.109   INDEF   INDEF   INDEF   INDEF  
19366      2482.87 1620.10 20.826  0.047   1.865   0.128   INDEF   INDEF   INDEF   INDEF  
19367      2956.29 1857.46 20.919  0.041   1.408   0.119   INDEF   INDEF   INDEF   INDEF  
19368      1672.50 2093.71 20.876  0.042   1.632   0.117   INDEF   INDEF   INDEF   INDEF  
19369      3696.61 1636.55 20.893  0.041   1.540   0.111   INDEF   INDEF   INDEF   INDEF  
19370      3466.36 3737.22 20.872  0.033   1.619   0.086   INDEF   INDEF   INDEF   INDEF  
19371      1514.91 2615.66 20.858  0.047   1.603   0.099   INDEF   INDEF   INDEF   INDEF  
19372      1122.12 2029.82 20.787  0.042   1.844   0.089   INDEF   INDEF   INDEF   INDEF  
19373      1080.77 752.959 20.910  0.050   1.431   0.107   INDEF   INDEF   INDEF   INDEF  
19374      2703.08 2581.06 20.886  0.045   1.531   0.103   INDEF   INDEF   INDEF   INDEF  
19375      1614.20 3370.84 20.880  0.035   1.671   0.115   INDEF   INDEF   INDEF   INDEF  
19376      3888.90 3297.66 20.902  0.043   1.591   0.182   INDEF   INDEF   INDEF   INDEF  
19377      2779.20 3982.82 20.987  0.048   1.172   0.101   INDEF   INDEF   INDEF   INDEF  
19378      1213.56 3750.45 20.841  0.043   2.059   0.171   INDEF   INDEF   INDEF   INDEF  
19379      2112.29 2188.94 20.820  0.076   1.613   0.125   INDEF   INDEF   INDEF   INDEF  
19380      3389.48 86.455  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19381      1339.83 2340.16 20.884  0.047   1.548   0.110   INDEF   INDEF   INDEF   INDEF  
19382      2290.79 2636.42 20.860  0.066   1.555   0.120   INDEF   INDEF   INDEF   INDEF  
19383      263.083 792.687 20.938  0.039   1.340   0.087   INDEF   INDEF   INDEF   INDEF  
19384      1659.47 3671.27 20.909  0.045   1.449   0.100   INDEF   INDEF   INDEF   INDEF  
19385      1092.19 1829.24 20.808  0.048   1.855   0.111   INDEF   INDEF   INDEF   INDEF  
19386      953.180 1281.33 20.752  0.056   1.912   0.111   INDEF   INDEF   INDEF   INDEF  
19387      4012.67 3861.98 21.048  0.055   1.496   0.194   INDEF   INDEF   2.658   0.150  
19388      386.323 1920.07 20.916  0.042   1.445   0.116   INDEF   INDEF   INDEF   INDEF  
19389      1634.21 3154.51 20.887  0.045   1.542   0.103   INDEF   INDEF   INDEF   INDEF  
19390      2570.25 2368.99 20.855  0.035   1.748   0.095   INDEF   INDEF   INDEF   INDEF  
19391      2767.34 622.018 21.064  0.066   0.959   0.132   INDEF   INDEF   INDEF   INDEF  
19392      2993.38 2801.86 20.908  0.045   1.444   0.093   INDEF   INDEF   INDEF   INDEF  
19393      164.566 853.933 20.897  0.050   1.525   0.127   INDEF   INDEF   INDEF   INDEF  
19394      1342.00 3464.54 20.856  0.043   1.690   0.104   INDEF   INDEF   INDEF   INDEF  
19395      2400.72 2420.74 20.814  0.045   1.799   0.100   INDEF   INDEF   INDEF   INDEF  
19396      289.707 908.936 20.979  0.053   1.256   0.091   INDEF   INDEF   INDEF   INDEF  
19397      643.310 1938.66 20.830  0.043   1.718   0.092   INDEF   INDEF   INDEF   INDEF  
19398      3159.09 3578.60 20.879  0.045   1.590   0.108   INDEF   INDEF   INDEF   INDEF  
19399      2890.35 2367.01 20.880  0.041   1.555   0.088   INDEF   INDEF   INDEF   INDEF  
19400      2107.74 4018.50 20.811  0.055   2.053   0.164   INDEF   INDEF   INDEF   INDEF  
19401      3598.66 3203.27 20.893  0.046   1.511   0.099   INDEF   INDEF   INDEF   INDEF  
19402      709.869 1473.67 20.927  0.043   1.392   0.099   INDEF   INDEF   INDEF   INDEF  
19403      3525.58 2189.20 20.878  0.048   1.530   0.092   INDEF   INDEF   INDEF   INDEF  
19404      2310.06 3978.92 20.962  0.051   1.286   0.098   INDEF   INDEF   INDEF   INDEF  
19405      529.790 3546.57 20.913  0.040   1.474   0.108   INDEF   INDEF   INDEF   INDEF  
19406      2402.01 3018.35 20.901  0.041   1.503   0.098   INDEF   INDEF   INDEF   INDEF  
19407      610.252 677.860 20.870  0.047   1.571   0.094   INDEF   INDEF   INDEF   INDEF  
19408      693.223 3837.69 20.951  0.040   1.239   0.164   INDEF   INDEF   INDEF   INDEF  
19409      2059.96 2651.60 20.836  0.049   1.712   0.106   INDEF   INDEF   INDEF   INDEF  
19410      2851.04 1962.70 20.847  0.046   1.711   0.107   INDEF   INDEF   INDEF   INDEF  
19411      1521.81 1818.00 20.809  0.054   1.799   0.116   INDEF   INDEF   INDEF   INDEF  
19412      576.838 140.899 20.924  0.047   1.409   0.107   INDEF   INDEF   INDEF   INDEF  
19413      1822.16 883.418 20.858  0.042   1.852   0.138   INDEF   INDEF   INDEF   INDEF  
19414      307.071 4014.06 21.095  0.053   0.967   0.093   INDEF   INDEF   INDEF   INDEF  
19415      850.020 3944.18 20.908  0.040   1.484   0.097   INDEF   INDEF   INDEF   INDEF  
19416      594.147 2488.74 20.912  0.044   1.519   0.141   INDEF   INDEF   INDEF   INDEF  
19417      44.250  1706.77 20.853  0.053   1.615   0.102   INDEF   INDEF   INDEF   INDEF  
19418      466.025 1357.98 20.819  0.050   1.819   0.113   INDEF   INDEF   INDEF   INDEF  
19419      1102.88 94.003  20.958  0.043   1.241   0.136   INDEF   INDEF   INDEF   INDEF  
19420      254.605 3310.33 20.881  0.042   1.586   0.097   INDEF   INDEF   INDEF   INDEF  
19421      2121.54 3643.58 20.880  0.037   1.649   0.101   INDEF   INDEF   INDEF   INDEF  
19422      1809.38 2772.54 20.866  0.044   1.615   0.095   INDEF   INDEF   INDEF   INDEF  
19423      3827.80 2428.53 20.890  0.042   1.545   0.094   INDEF   INDEF   INDEF   INDEF  
19424      3113.27 3499.29 20.874  0.031   1.735   0.094   INDEF   INDEF   INDEF   INDEF  
19425      750.596 1109.58 20.919  0.053   1.435   0.112   INDEF   INDEF   INDEF   INDEF  
19426      245.808 1675.18 20.892  0.045   1.525   0.094   INDEF   INDEF   INDEF   INDEF  
19427      1719.44 3020.53 20.835  0.043   1.717   0.091   INDEF   INDEF   INDEF   INDEF  
19428      4068.43 660.427 20.877  0.043   1.764   0.140   INDEF   INDEF   INDEF   INDEF  
19429      381.401 866.771 20.962  0.055   1.288   0.121   INDEF   INDEF   INDEF   INDEF  
19430      2696.48 1908.56 20.894  0.041   1.760   0.176   INDEF   INDEF   INDEF   INDEF  
19431      2540.20 794.824 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19432      1792.91 3480.46 20.914  0.046   1.429   0.078   INDEF   INDEF   INDEF   INDEF  
19433      165.468 3755.27 20.911  0.039   1.498   0.097   INDEF   INDEF   INDEF   INDEF  
19434      2893.18 2779.21 20.852  0.041   1.654   0.083   INDEF   INDEF   INDEF   INDEF  
19435      2695.49 2152.94 20.843  0.042   1.942   0.130   INDEF   INDEF   INDEF   INDEF  
19436      993.846 1793.56 20.909  0.050   1.496   0.116   INDEF   INDEF   INDEF   INDEF  
19437      492.287 4073.79 20.954  0.055   1.323   0.120   INDEF   INDEF   INDEF   INDEF  
19438      1510.83 3605.91 20.818  0.041   1.881   0.100   INDEF   INDEF   INDEF   INDEF  
19439      396.934 204.175 20.843  0.049   1.654   0.093   INDEF   INDEF   INDEF   INDEF  
19440      861.651 714.255 20.917  0.047   1.472   0.113   INDEF   INDEF   INDEF   INDEF  
19441      1261.30 447.860 20.968  0.049   1.300   0.090   INDEF   INDEF   INDEF   INDEF  
19442      3924.02 3263.37 20.897  0.036   1.562   0.088   INDEF   INDEF   INDEF   INDEF  
19443      2279.68 2798.37 20.859  0.046   1.579   0.081   INDEF   INDEF   INDEF   INDEF  
19444      2417.26 3637.09 20.906  0.047   1.565   0.136   INDEF   INDEF   INDEF   INDEF  
19445      2718.17 3985.66 20.931  0.053   1.433   0.147   INDEF   INDEF   INDEF   INDEF  
19446      737.307 2752.76 20.908  0.042   1.478   0.083   INDEF   INDEF   INDEF   INDEF  
19447      280.800 1012.42 20.940  0.043   1.382   0.107   INDEF   INDEF   INDEF   INDEF  
19448      114.874 1973.76 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19449      1756.44 3772.86 20.929  0.036   1.426   0.085   INDEF   INDEF   INDEF   INDEF  
19450      1973.86 1646.12 20.872  0.040   1.689   0.101   INDEF   INDEF   INDEF   INDEF  
19451      1383.75 3929.24 20.854  0.038   1.729   0.090   INDEF   INDEF   INDEF   INDEF  
19452      2792.31 3823.90 20.932  0.037   1.435   0.106   INDEF   INDEF   INDEF   INDEF  
