#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
10679      1935.46 298.424 19.319  0.026   1.677   0.047   INDEF   INDEF   INDEF   INDEF  
10680      1486.13 3132.38 19.421  0.018   1.413   0.036   INDEF   INDEF   INDEF   INDEF  
10681      2055.67 4100.92 19.345  0.019   1.715   0.045   0.891   0.189   INDEF   INDEF  
10682      3248.59 3553.35 19.485  0.018   1.193   0.036   0.849   0.119   INDEF   INDEF  
10683      1880.82 1950.74 19.330  0.021   1.616   0.035   INDEF   INDEF   INDEF   INDEF  
10684      3089.92 943.007 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10685      3135.33 141.932 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10686      2582.31 2609.90 19.429  0.022   1.384   0.037   INDEF   INDEF   INDEF   INDEF  
10687      3476.48 3008.22 19.414  0.013   1.476   0.029   0.557   0.124   1.795   0.068  
10688      3171.15 3482.76 19.357  0.016   1.841   0.034   INDEF   INDEF   2.126   0.049  
10689      3653.69 2014.51 19.420  0.017   1.416   0.033   INDEF   INDEF   INDEF   INDEF  
10690      2597.58 2154.41 19.398  0.025   1.428   0.038   0.331   0.077   INDEF   INDEF  
10691      3630.76 2933.91 19.423  0.013   1.411   0.025   INDEF   INDEF   1.793   0.175  
10692      1977.05 1601.20 19.455  0.025   1.338   0.034   INDEF   INDEF   INDEF   INDEF  
10693      3475.45 3567.57 19.418  0.015   1.470   0.032   INDEF   INDEF   1.853   0.082  
10694      508.075 405.520 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10695      4024.77 3940.55 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10696      1576.42 2794.93 19.373  0.021   1.538   0.039   INDEF   INDEF   INDEF   INDEF  
10697      69.234  895.669 19.542  0.024   1.146   0.039   INDEF   INDEF   INDEF   INDEF  
10698      998.719 3426.52 19.391  0.019   1.554   0.044   INDEF   INDEF   INDEF   INDEF  
10699      1884.21 2759.32 19.348  0.025   1.537   0.038   0.343   0.119   INDEF   INDEF  
10700      282.613 2047.16 19.505  0.028   1.200   0.048   INDEF   INDEF   INDEF   INDEF  
10701      224.343 266.369 19.461  0.032   1.326   0.047   INDEF   INDEF   INDEF   INDEF  
10702      1465.05 2317.17 19.423  0.021   1.388   0.036   0.607   0.114   INDEF   INDEF  
10703      1313.41 3591.15 19.391  0.019   1.528   0.040   INDEF   INDEF   INDEF   INDEF  
10704      321.631 4060.33 19.476  0.035   1.273   0.062   INDEF   INDEF   INDEF   INDEF  
10705      2551.77 1222.28 19.308  0.026   1.849   0.058   INDEF   INDEF   INDEF   INDEF  
10706      1971.36 3158.01 19.428  0.015   1.403   0.030   INDEF   INDEF   INDEF   INDEF  
10707      3075.74 3099.51 19.390  0.019   1.526   0.033   INDEF   INDEF   1.682   0.084  
10708      2566.97 1547.58 19.386  0.023   1.526   0.044   INDEF   INDEF   INDEF   INDEF  
10709      899.957 2102.52 19.452  0.028   1.329   0.042   0.417   0.087   INDEF   INDEF  
10710      644.971 1481.65 19.492  0.028   1.224   0.047   0.559   0.107   INDEF   INDEF  
10711      1397.24 1793.15 19.375  0.025   1.481   0.037   0.517   0.120   INDEF   INDEF  
10712      2730.08 3054.02 19.386  0.017   1.510   0.034   0.708   0.127   INDEF   INDEF  
10713      269.925 367.423 19.461  0.028   1.322   0.046   INDEF   INDEF   INDEF   INDEF  
10714      993.325 564.489 19.289  0.024   1.865   0.050   INDEF   INDEF   INDEF   INDEF  
10715      3212.93 3934.09 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10716      466.511 2235.35 19.431  0.023   1.396   0.042   INDEF   INDEF   INDEF   INDEF  
10717      1278.20 922.669 19.368  0.029   1.485   0.048   0.662   0.106   1.205   0.132  
10718      54.639  2196.88 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10719      3144.83 3679.27 19.377  0.017   1.601   0.032   INDEF   INDEF   2.147   0.105  
10720      1081.02 316.994 19.403  0.044   1.446   0.068   INDEF   INDEF   INDEF   INDEF  
10721      1785.18 763.137 19.394  0.031   1.580   0.077   INDEF   INDEF   INDEF   INDEF  
10722      875.363 3780.86 19.710  0.049   0.506   0.101   INDEF   INDEF   INDEF   INDEF  
10723      374.038 4029.18 19.489  0.027   1.234   0.048   0.815   0.104   1.765   0.100  
10724      227.280 299.004 19.529  0.034   1.205   0.050   INDEF   INDEF   INDEF   INDEF  
10725      481.595 908.655 19.373  0.025   1.598   0.051   INDEF   INDEF   INDEF   INDEF  
10726      1246.79 2955.51 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10727      1707.21 820.912 19.360  0.030   1.510   0.046   0.645   0.120   INDEF   INDEF  
10728      2875.08 2681.07 19.299  0.020   2.079   0.044   INDEF   INDEF   2.313   0.081  
10729      2725.44 2049.09 19.300  0.022   1.695   0.036   INDEF   INDEF   INDEF   INDEF  
10730      2059.69 2495.50 19.383  0.025   1.482   0.040   0.508   0.120   INDEF   INDEF  
10731      2366.83 3965.49 19.493  0.020   1.232   0.036   0.630   0.106   INDEF   INDEF  
10732      2535.13 2668.96 19.444  0.026   1.370   0.035   INDEF   INDEF   INDEF   INDEF  
10733      359.331 276.336 19.433  0.027   1.392   0.041   INDEF   INDEF   INDEF   INDEF  
10734      638.098 822.805 19.369  0.029   1.642   0.064   INDEF   INDEF   INDEF   INDEF  
10735      1622.74 37.420  19.414  0.028   1.405   0.045   0.555   0.099   INDEF   INDEF  
10736      2129.89 1688.87 19.400  0.021   1.460   0.034   0.620   0.124   1.507   0.094  
10737      1017.84 2940.15 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10738      616.603 2097.02 19.394  0.025   1.530   0.047   INDEF   INDEF   1.532   0.112  
10739      957.922 587.469 19.432  0.026   1.404   0.045   INDEF   INDEF   INDEF   INDEF  
10740      2818.94 2109.97 19.364  0.020   1.569   0.037   0.434   0.138   INDEF   INDEF  
10741      1593.15 3220.77 19.488  0.015   1.240   0.029   0.469   0.096   INDEF   INDEF  
10742      2966.79 3910.93 19.500  0.020   1.234   0.034   INDEF   INDEF   INDEF   INDEF  
10743      1219.60 1271.30 19.386  0.027   1.600   0.047   INDEF   INDEF   1.741   0.080  
10744      2181.77 3023.67 19.403  0.015   1.517   0.032   INDEF   INDEF   INDEF   INDEF  
10745      643.655 3642.33 19.462  0.021   1.469   0.046   INDEF   INDEF   2.027   0.068  
10746      256.417 294.529 19.418  0.028   1.428   0.044   INDEF   INDEF   INDEF   INDEF  
10747      1849.17 880.381 19.330  0.027   1.615   0.042   INDEF   INDEF   INDEF   INDEF  
10748      3969.52 3540.44 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10749      1254.94 485.652 19.484  0.026   1.273   0.040   0.529   0.089   INDEF   INDEF  
10750      2669.97 590.057 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10751      1166.04 3220.56 19.417  0.021   1.461   0.041   INDEF   INDEF   INDEF   INDEF  
10752      2229.35 2860.62 19.370  0.016   1.571   0.029   0.775   0.244   1.696   0.135  
10753      3730.90 3676.90 19.454  0.014   1.357   0.033   INDEF   INDEF   1.640   0.107  
10754      835.408 1590.50 19.445  0.026   1.355   0.043   0.576   0.122   INDEF   INDEF  
10755      2142.41 210.328 19.413  0.030   1.499   0.052   INDEF   INDEF   1.647   0.100  
10756      3886.02 2939.30 19.444  0.015   1.386   0.036   INDEF   INDEF   INDEF   INDEF  
10757      2225.41 4022.59 19.474  0.018   1.287   0.036   INDEF   INDEF   INDEF   INDEF  
10758      2198.42 2197.76 19.424  0.024   1.402   0.038   0.474   0.099   INDEF   INDEF  
10759      3817.14 3293.38 19.386  0.017   1.747   0.034   INDEF   INDEF   2.136   0.052  
10760      3255.76 319.984 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10761      933.523 3513.25 19.419  0.026   1.573   0.045   INDEF   INDEF   1.977   0.070  
10762      3016.95 2775.40 19.387  0.017   1.639   0.035   INDEF   INDEF   1.850   0.073  
10763      2324.71 2172.97 19.443  0.029   1.368   0.044   0.427   0.115   INDEF   INDEF  
10764      3187.52 3674.69 19.427  0.015   1.460   0.035   INDEF   INDEF   INDEF   INDEF  
10765      108.877 1502.96 19.483  0.024   1.281   0.043   0.242   0.129   INDEF   INDEF  
10766      2326.07 3902.00 19.454  0.019   1.335   0.039   0.432   0.098   INDEF   INDEF  
10767      4090.25 503.964 19.410  0.017   1.533   0.042   INDEF   INDEF   INDEF   INDEF  
10768      2103.22 3523.15 19.540  0.061   1.116   0.114   INDEF   INDEF   INDEF   INDEF  
10769      66.127  3947.15 19.392  0.030   1.958   0.051   INDEF   INDEF   2.337   0.056  
10770      3102.12 735.184 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10771      3076.96 3755.61 19.471  0.016   1.311   0.032   0.447   0.166   1.974   0.143  
10772      3460.46 2149.12 19.426  0.017   1.433   0.030   INDEF   INDEF   INDEF   INDEF  
10773      4051.34 2746.38 19.411  0.018   1.800   0.043   INDEF   INDEF   2.233   0.056  
10774      1590.08 3769.14 19.449  0.017   1.374   0.037   INDEF   INDEF   INDEF   INDEF  
10775      497.910 2487.60 19.424  0.019   1.463   0.042   INDEF   INDEF   INDEF   INDEF  
10776      2242.62 4009.71 19.418  0.019   1.701   0.049   INDEF   INDEF   2.087   0.072  
10777      1218.87 3730.16 19.314  0.017   2.006   0.045   INDEF   INDEF   INDEF   INDEF  
10778      1215.18 3990.87 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10779      1979.98 2061.42 19.425  0.037   1.438   0.068   INDEF   INDEF   INDEF   INDEF  
10780      3790.56 3033.85 19.413  0.016   1.472   0.030   INDEF   INDEF   INDEF   INDEF  
10781      4032.22 1943.50 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10782      2799.92 355.418 19.423  0.025   1.464   0.051   INDEF   INDEF   INDEF   INDEF  
10783      1378.76 464.162 19.380  0.028   1.524   0.051   0.842   0.160   INDEF   INDEF  
10784      49.650  1672.03 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10785      1463.74 1762.68 19.270  0.025   1.700   0.036   INDEF   INDEF   INDEF   INDEF  
10786      2668.58 2609.16 19.416  0.021   1.449   0.034   INDEF   INDEF   INDEF   INDEF  
10787      1123.24 1560.66 19.367  0.025   1.569   0.041   0.605   0.149   1.867   0.115  
10788      3918.32 2915.20 19.454  0.016   1.363   0.033   INDEF   INDEF   INDEF   INDEF  
10789      1083.83 1063.90 19.440  0.031   1.355   0.051   0.560   0.097   INDEF   INDEF  
10790      1382.26 526.701 19.460  0.032   1.361   0.052   INDEF   INDEF   1.628   0.209  
10791      3091.99 2222.89 19.372  0.018   1.636   0.037   INDEF   INDEF   INDEF   INDEF  
10792      22.582  1363.35 19.416  0.024   1.470   0.044   INDEF   INDEF   INDEF   INDEF  
10793      2076.54 2758.44 19.364  0.023   1.519   0.035   0.521   0.095   INDEF   INDEF  
10794      1838.33 3924.12 19.447  0.021   1.397   0.050   INDEF   INDEF   INDEF   INDEF  
10795      1421.11 829.630 19.365  0.030   1.571   0.048   0.509   0.135   1.616   0.093  
10796      3165.25 2331.29 19.364  0.018   1.620   0.032   INDEF   INDEF   1.595   0.091  
10797      834.315 3955.98 19.431  0.024   1.487   0.067   INDEF   INDEF   INDEF   INDEF  
10798      3068.65 1743.04 19.374  0.027   1.527   0.041   INDEF   INDEF   INDEF   INDEF  
10799      919.275 999.305 19.387  0.023   1.587   0.048   INDEF   INDEF   INDEF   INDEF  
10800      582.460 193.397 19.475  0.028   1.306   0.044   0.787   0.148   INDEF   INDEF  
10801      3853.01 3897.72 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10802      133.314 146.408 19.525  0.033   1.235   0.049   0.650   0.239   INDEF   INDEF  
10803      1564.20 667.544 19.359  0.028   1.633   0.053   INDEF   INDEF   INDEF   INDEF  
10804      2242.23 3831.12 19.443  0.016   1.403   0.036   0.522   0.136   INDEF   INDEF  
10805      535.655 907.881 19.494  0.027   1.270   0.049   INDEF   INDEF   INDEF   INDEF  
10806      587.589 3668.26 19.453  0.018   1.434   0.049   INDEF   INDEF   1.928   0.116  
10807      1183.27 602.059 19.447  0.025   1.373   0.045   0.953   0.190   INDEF   INDEF  
10808      2215.27 1819.18 19.284  0.020   1.934   0.035   0.674   0.184   1.991   0.055  
10809      401.644 2553.06 19.394  0.025   1.546   0.048   INDEF   INDEF   INDEF   INDEF  
10810      2220.51 3767.01 19.467  0.015   1.321   0.039   INDEF   INDEF   INDEF   INDEF  
10811      2644.57 340.229 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10812      916.466 52.485  19.502  0.031   1.268   0.046   0.487   0.105   INDEF   INDEF  
10813      1483.47 729.429 19.381  0.030   1.551   0.051   INDEF   INDEF   INDEF   INDEF  
10814      2324.73 1975.47 19.390  0.023   1.510   0.039   0.563   0.119   1.475   0.111  
10815      2218.23 3930.46 19.466  0.019   1.328   0.039   0.490   0.114   INDEF   INDEF  
10816      1634.54 3443.26 19.517  0.014   1.108   0.035   0.603   0.111   INDEF   INDEF  
10817      3046.74 137.692 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10818      3273.03 3459.77 19.446  0.016   1.388   0.032   0.605   0.114   INDEF   INDEF  
10819      1469.16 3227.88 19.452  0.017   1.369   0.032   0.570   0.105   INDEF   INDEF  
10820      3708.70 2861.47 19.412  0.018   1.495   0.036   0.473   0.120   INDEF   INDEF  
10821      3335.69 3204.19 19.493  0.033   1.374   0.056   INDEF   INDEF   1.871   0.092  
10822      889.727 19.707  19.472  0.029   1.344   0.045   INDEF   INDEF   INDEF   INDEF  
10823      1303.02 2113.18 19.355  0.024   1.637   0.038   INDEF   INDEF   1.780   0.083  
10824      2440.23 886.994 19.341  0.029   1.659   0.051   INDEF   INDEF   INDEF   INDEF  
10825      1273.95 3441.29 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10826      1785.22 2501.85 19.411  0.026   1.492   0.045   INDEF   INDEF   INDEF   INDEF  
10827      1667.78 256.624 19.411  0.024   1.659   0.046   INDEF   INDEF   1.991   0.071  
10828      2225.09 2362.81 19.323  0.026   1.615   0.038   INDEF   INDEF   INDEF   INDEF  
10829      738.257 384.589 19.443  0.025   1.388   0.042   1.026   0.169   INDEF   INDEF  
10830      2426.11 2065.70 19.320  0.030   1.645   0.042   INDEF   INDEF   1.643   0.083  
10831      397.354 851.759 19.410  0.024   1.481   0.040   INDEF   INDEF   INDEF   INDEF  
10832      269.955 2393.32 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10833      3572.30 3981.93 19.476  0.018   1.357   0.036   0.534   0.135   1.793   0.078  
10834      3254.20 2739.78 19.358  0.014   1.753   0.032   INDEF   INDEF   INDEF   INDEF  
10835      375.274 1110.64 19.499  0.025   1.277   0.044   INDEF   INDEF   INDEF   INDEF  
10836      1963.68 2605.92 19.400  0.025   1.478   0.041   0.696   0.120   INDEF   INDEF  
10837      288.131 1454.70 19.459  0.021   1.381   0.043   INDEF   INDEF   INDEF   INDEF  
10838      3317.97 717.083 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10839      1497.53 1636.10 19.472  0.021   1.326   0.059   INDEF   INDEF   INDEF   INDEF  
10840      1642.69 3829.74 19.522  0.023   1.205   0.043   INDEF   INDEF   INDEF   INDEF  
10841      1868.94 1138.74 19.361  0.029   1.557   0.042   INDEF   INDEF   1.542   0.170  
10842      2104.97 2135.42 19.386  0.028   1.503   0.043   0.489   0.125   INDEF   INDEF  
10843      19.030  1128.76 19.561  0.026   1.151   0.043   INDEF   INDEF   INDEF   INDEF  
10844      337.693 1811.07 19.528  0.028   0.981   0.099   0.438   0.141   INDEF   INDEF  
10845      1368.65 3897.86 19.390  0.021   1.597   0.042   INDEF   INDEF   INDEF   INDEF  
10846      3271.11 3117.09 19.445  0.015   1.438   0.031   INDEF   INDEF   1.589   0.108  
10847      1228.25 1275.50 19.377  0.031   1.507   0.046   0.682   0.127   INDEF   INDEF  
10848      2036.42 3094.27 19.350  0.016   1.705   0.031   INDEF   INDEF   INDEF   INDEF  
10849      3455.14 2370.98 19.405  0.015   1.572   0.032   INDEF   INDEF   INDEF   INDEF  
10850      305.113 438.418 19.506  0.031   1.289   0.046   INDEF   INDEF   INDEF   INDEF  
10851      807.272 512.954 19.440  0.028   1.393   0.051   0.520   0.107   INDEF   INDEF  
10852      1774.17 1845.88 19.440  0.020   1.422   0.031   0.427   0.117   1.806   0.126  
10853      1994.99 1882.14 19.417  0.017   1.495   0.032   0.232   0.108   INDEF   INDEF  
10854      3106.55 2533.59 19.431  0.018   1.443   0.034   0.469   0.105   INDEF   INDEF  
10855      3340.55 3890.62 19.425  0.019   1.817   0.040   INDEF   INDEF   2.198   0.050  
10856      5.397   2371.01 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10857      2242.94 2317.44 19.344  0.027   1.630   0.044   INDEF   INDEF   INDEF   INDEF  
10858      265.792 1989.39 19.416  0.025   1.505   0.047   INDEF   INDEF   INDEF   INDEF  
10859      130.060 615.901 19.376  0.028   1.543   0.043   INDEF   INDEF   INDEF   INDEF  
10860      2687.82 895.779 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10861      3082.08 1791.36 19.366  0.024   1.604   0.041   INDEF   INDEF   INDEF   INDEF  
10862      1015.71 3776.37 19.437  0.023   1.473   0.049   INDEF   INDEF   INDEF   INDEF  
10863      2509.27 1662.24 19.459  0.024   1.387   0.040   INDEF   INDEF   INDEF   INDEF  
10864      2517.62 2795.16 19.388  0.023   1.543   0.036   INDEF   INDEF   1.597   0.102  
10865      1245.94 2661.83 19.315  0.022   1.725   0.037   INDEF   INDEF   INDEF   INDEF  
10866      2461.01 4018.87 19.472  0.017   1.350   0.040   INDEF   INDEF   INDEF   INDEF  
10867      1816.49 2598.11 19.551  0.026   1.189   0.042   0.372   0.097   INDEF   INDEF  
10868      987.015 1422.78 19.370  0.031   1.760   0.051   INDEF   INDEF   1.910   0.070  
10869      2805.28 173.462 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10870      2549.28 3410.31 19.472  0.015   1.359   0.030   INDEF   INDEF   INDEF   INDEF  
10871      3633.75 3354.56 19.444  0.014   1.472   0.032   INDEF   INDEF   1.461   0.102  
10872      285.768 1267.11 19.509  0.026   1.228   0.049   0.573   0.104   INDEF   INDEF  
10873      15.864  1338.99 19.486  0.026   1.327   0.046   INDEF   INDEF   INDEF   INDEF  
10874      123.162 3551.05 19.433  0.024   1.520   0.058   INDEF   INDEF   INDEF   INDEF  
10875      1674.16 2272.17 19.492  0.022   1.314   0.038   INDEF   INDEF   INDEF   INDEF  
10876      2638.28 2654.07 19.447  0.024   1.409   0.036   INDEF   INDEF   INDEF   INDEF  
10877      1304.23 1049.01 19.381  0.028   1.567   0.047   INDEF   INDEF   INDEF   INDEF  
10878      54.666  1390.53 19.483  0.024   1.335   0.043   INDEF   INDEF   INDEF   INDEF  
10879      1906.82 3491.33 19.440  0.014   1.485   0.033   INDEF   INDEF   INDEF   INDEF  
10880      248.569 2202.86 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10881      1256.40 2650.61 19.389  0.022   1.554   0.037   INDEF   INDEF   INDEF   INDEF  
10882      208.417 3748.65 19.441  0.023   1.724   0.049   INDEF   INDEF   2.303   0.069  
10883      3828.25 1718.37 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10884      4009.42 3276.47 19.457  0.015   1.435   0.033   INDEF   INDEF   1.546   0.097  
10885      3532.21 4006.83 19.464  0.050   1.680   0.078   0.673   0.202   2.102   0.083  
10886      3802.72 2301.87 19.328  0.021   2.101   0.042   INDEF   INDEF   2.167   0.054  
10887      330.672 769.291 19.491  0.025   1.326   0.040   INDEF   INDEF   INDEF   INDEF  
10888      2661.32 1908.18 19.319  0.024   1.750   0.041   INDEF   INDEF   INDEF   INDEF  
10889      1866.22 3081.47 19.447  0.016   1.444   0.032   INDEF   INDEF   INDEF   INDEF  
10890      823.259 3673.17 19.500  0.020   1.262   0.045   INDEF   INDEF   INDEF   INDEF  
10891      904.692 3502.84 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10892      1625.59 1140.84 19.343  0.029   1.632   0.040   INDEF   INDEF   1.744   0.075  
10893      3641.56 3621.60 19.489  0.017   1.322   0.031   INDEF   INDEF   INDEF   INDEF  
10894      3431.98 3681.30 19.450  0.022   1.469   0.037   INDEF   INDEF   1.818   0.077  
10895      466.404 811.728 19.550  0.026   1.210   0.039   0.414   0.108   INDEF   INDEF  
10896      1355.48 4092.19 19.456  0.022   1.429   0.048   INDEF   INDEF   INDEF   INDEF  
10897      2057.11 1364.72 19.405  0.029   1.484   0.043   0.333   0.104   INDEF   INDEF  
10898      2834.03 2818.06 19.392  0.018   1.597   0.034   INDEF   INDEF   INDEF   INDEF  
10899      2653.00 1791.91 19.356  0.026   1.630   0.042   INDEF   INDEF   INDEF   INDEF  
10900      1949.80 4099.15 19.463  0.015   1.420   0.039   INDEF   INDEF   INDEF   INDEF  
10901      743.551 899.502 19.572  0.025   1.061   0.047   0.616   0.086   INDEF   INDEF  
10902      2822.83 431.703 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10903      3140.08 3101.52 19.350  0.017   1.806   0.030   INDEF   INDEF   2.092   0.050  
10904      821.610 1866.20 19.420  0.025   1.521   0.047   INDEF   INDEF   INDEF   INDEF  
10905      1318.20 2731.17 19.387  0.024   1.572   0.041   INDEF   INDEF   INDEF   INDEF  
10906      2339.35 592.669 19.457  0.040   1.375   0.061   0.403   0.099   INDEF   INDEF  
10907      2147.70 1956.45 19.473  0.021   1.357   0.034   0.545   0.094   INDEF   INDEF  
10908      3273.13 753.844 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10909      1372.20 3945.87 19.456  0.019   1.776   0.042   INDEF   INDEF   2.217   0.050  
10910      1960.41 3782.77 19.473  0.014   1.385   0.033   INDEF   INDEF   INDEF   INDEF  
10911      3707.43 3899.78 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10912      1117.11 2472.66 19.466  0.022   1.396   0.039   INDEF   INDEF   INDEF   INDEF  
10913      1340.19 371.543 19.401  0.024   1.636   0.051   INDEF   INDEF   INDEF   INDEF  
10914      2143.88 1951.61 19.410  0.017   1.723   0.039   INDEF   INDEF   1.889   0.071  
10915      1477.30 501.624 19.372  0.029   1.580   0.048   0.761   0.150   INDEF   INDEF  
10916      1619.62 3605.93 19.515  0.014   1.229   0.033   INDEF   INDEF   INDEF   INDEF  
10917      1114.19 855.829 19.414  0.029   1.510   0.049   0.240   0.107   INDEF   INDEF  
10918      2435.86 2699.35 19.499  0.027   1.332   0.038   INDEF   INDEF   INDEF   INDEF  
10919      941.272 620.235 19.505  0.024   1.286   0.045   0.584   0.210   INDEF   INDEF  
10920      2334.32 1158.02 19.348  0.031   1.660   0.050   INDEF   INDEF   INDEF   INDEF  
10921      324.041 748.915 19.354  0.029   1.579   0.040   INDEF   INDEF   INDEF   INDEF  
10922      1811.98 1870.76 19.462  0.017   1.419   0.030   0.026   0.096   INDEF   INDEF  
10923      1576.98 1222.36 19.383  0.026   1.543   0.038   INDEF   INDEF   INDEF   INDEF  
10924      2562.94 3500.67 19.433  0.017   1.562   0.035   INDEF   INDEF   1.765   0.087  
10925      2162.73 777.915 19.457  0.032   1.438   0.065   INDEF   INDEF   INDEF   INDEF  
10926      2479.84 3391.62 19.415  0.017   1.532   0.033   0.546   0.111   INDEF   INDEF  
10927      686.500 108.472 19.545  0.029   1.210   0.050   0.473   0.207   INDEF   INDEF  
10928      653.981 2893.93 19.482  0.019   1.397   0.042   INDEF   INDEF   1.665   0.094  
10929      2830.10 1730.16 19.430  0.024   1.496   0.044   0.204   0.079   INDEF   INDEF  
10930      2508.65 2497.40 19.388  0.028   1.537   0.043   0.466   0.125   INDEF   INDEF  
10931      2092.14 2166.86 19.429  0.028   1.480   0.044   INDEF   INDEF   INDEF   INDEF  
10932      1614.14 826.886 19.396  0.035   1.577   0.060   INDEF   INDEF   INDEF   INDEF  
10933      3883.81 2762.24 19.455  0.017   1.455   0.035   INDEF   INDEF   INDEF   INDEF  
10934      1970.49 2027.99 19.462  0.020   1.398   0.031   0.528   0.115   1.096   0.180  
10935      3021.33 1617.43 19.376  0.021   1.665   0.039   INDEF   INDEF   INDEF   INDEF  
10936      1950.50 3374.72 19.465  0.015   1.421   0.032   0.342   0.101   INDEF   INDEF  
10937      2535.83 3046.61 19.424  0.018   1.521   0.033   INDEF   INDEF   INDEF   INDEF  
10938      1911.81 1632.15 19.445  0.020   1.460   0.034   INDEF   INDEF   INDEF   INDEF  
10939      3138.51 741.631 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10940      3978.06 1859.58 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10941      2795.58 3060.91 19.414  0.020   1.561   0.037   INDEF   INDEF   INDEF   INDEF  
10942      1922.40 3318.18 19.441  0.037   1.456   0.058   INDEF   INDEF   INDEF   INDEF  
10943      2661.27 1692.83 19.382  0.031   1.590   0.051   INDEF   INDEF   INDEF   INDEF  
10944      2364.01 3877.34 19.492  0.015   1.339   0.035   INDEF   INDEF   INDEF   INDEF  
10945      1759.73 2709.02 19.419  0.028   1.496   0.042   0.190   0.129   INDEF   INDEF  
10946      429.510 646.435 19.513  0.025   1.305   0.041   INDEF   INDEF   INDEF   INDEF  
10947      57.570  1181.85 19.615  0.034   1.117   0.052   INDEF   INDEF   INDEF   INDEF  
10948      3670.04 2888.89 19.481  0.015   1.384   0.029   0.266   0.090   1.559   0.102  
10949      1379.33 1133.52 19.423  0.028   1.659   0.061   INDEF   INDEF   1.648   0.097  
10950      2578.72 2905.46 19.448  0.020   1.431   0.030   0.521   0.125   INDEF   INDEF  
10951      368.243 1539.43 19.399  0.024   1.665   0.051   INDEF   INDEF   INDEF   INDEF  
10952      2232.82 903.625 19.389  0.029   1.778   0.072   INDEF   INDEF   INDEF   INDEF  
10953      3748.59 1269.99 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10954      3527.33 2594.60 19.471  0.013   1.429   0.028   INDEF   INDEF   1.647   0.101  
10955      247.602 1240.24 19.577  0.024   1.174   0.039   INDEF   INDEF   INDEF   INDEF  
10956      3801.61 3405.72 19.482  0.017   1.379   0.033   INDEF   INDEF   INDEF   INDEF  
10957      2583.65 3466.96 19.440  0.021   1.714   0.043   INDEF   INDEF   2.136   0.063  
10958      717.870 3903.72 19.548  0.025   1.182   0.048   INDEF   INDEF   INDEF   INDEF  
10959      1433.47 1879.24 19.404  0.022   1.565   0.040   0.525   0.136   INDEF   INDEF  
10960      3387.25 3450.78 19.481  0.013   1.379   0.029   0.564   0.118   INDEF   INDEF  
10961      3687.51 560.815 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10962      2318.93 1005.60 19.289  0.035   1.733   0.052   INDEF   INDEF   INDEF   INDEF  
